month,airline_id,unique_carrier,tdomt_cost,tdomt_gallons
8,19690,HA,35570146,16489483
3,20151,M6,1251224,571030
10,21171,VX,31878308,18404027
5,20372,KLQ,298448,112766
7,19930,AS,77210689,38668993
2,20151,M6,1055826,494687
9,21161,09Q,324825,105030
12,20108,NC,926718,448220
10,20416,NK,33263004,20395753
11,20409,B6,81540334,46907005
9,20409,B6,79937250,45395551
1,19977,UA,182772832,115242670
5,20207,XP,230959,116089
8,20304,OO,21656034,8454586
5,19805,AA,225449744,115441594
11,20304,OO,16037156,7368010
12,20372,KLQ,270419,113975
5,21634,KH,895108,404001
8,19690,HA,20951120,15661235
5,20287,WP,177108,128211
2,20422,SY,6643017,3395917
4,20422,SY,6542669,3378896
6,20166,GFQ,495862,207698
5,20408,5V,1036250,366102
9,20366,EV,33702,3367
1,20422,SY,6151014,3243140
11,20370,KAQ,2630232,1388025
6,20453,ABX,68116,41106
1,20310,WL,123588,48403
2,20402,GL,963282,370382
10,20287,WP,241206,162251
4,20366,EV,220371,77831
12,20107,FX,97226000,77858396
3,20370,KAQ,3749921,2005482
6,19930,AS,80408619,36782134
2,20100,PO,4266025,2576212
5,20409,B6,88155076,54864422
8,20195,WI,1042116,415469
7,20007,5Y,12092966,5281047
8,20287,WP,173454,97531
12,19393,WN,325085161,167488187
11,20447,U7,1153287,599079
10,20007,5Y,19180155,10664086
5,21650,EE,57490,33040
6,19874,8C,87049,40158
10,20422,SY,7024351,4007624
7,20304,OO,20894688,8254370
9,19805,AA,346653565,182204854
12,20107,FX,113705000,76008582
3,19690,HA,16393085,14008850
6,20100,PO,6948780,3154774
4,20447,U7,543675,296005
8,20416,NK,52173190,29576660
4,20408,5V,769912,334666
10,20422,SY,11395239,3910086
4,19977,UA,296103451,145411013
4,20448,S5,10600900,6162438
7,21171,VX,24496885,17646054
2,20370,KAQ,2521290,1317997
5,20370,KAQ,5976523,2757277
2,21712,2HQ,1485395,380855
5,20453,ABX,48005,29271
10,20416,NK,38191955,22987667
8,21629,KD,1977057,1066150
10,21712,2HQ,1029978,192870
6,20366,EV,204875,80305
4,20007,5Y,13428495,7265951
8,20447,U7,924554,462203
3,20195,WI,91478,38845
11,20409,B6,76487945,49642856
9,19690,HA,28914379,15139018
5,20405,N8,73617,15007
4,20368,G4,18602361,13408496
4,19790,DL,231884029,150703885
2,19805,AA,327810856,171809048
3,20287,WP,305469,155602
3,20169,L2,382815,206843
8,20166,GFQ,503871,232180
11,20107,FX,86234,60821630
4,20436,F9,16496000,14788087
12,20453,ABX,216843,99353
2,20377,X9,724224,355811
4,20416,NK,29448637,22416916
9,21171,VX,21936560,16014741
7,19690,HA,35609790,16483215
10,20190,9S,1977347,941594
7,20107,FX,94812000,59591508
4,20304,OO,9365067,6079389
11,19393,WN,386731333,173093144
12,21629,KD,1678803,766089
5,20107,FX,123279000,56673551
1,20408,5V,987918,364447
1,20408,5V,569497,284362
5,19917,5X,58439000,29971000
10,21171,VX,23156297,14580153
4,19874,8C,38574,313624
2,21634,KH,797072,397609
9,20377,X9,778134,425657
9,19930,AS,75531736,38818144
3,21352,0WQ,89438,25849
12,20310,WL,52659,25985
11,19917,5X,55765000,38587000
3,20453,ABX,0,134567
4,20190,9S,1548399,737333
2,20416,NK,41752070,22653257
2,20108,NC,472561,368420
6,20422,SY,13077984,6200681
11,20409,B6,127942795,55678447
9,20408,5V,1014181,409738
2,20046,ZW,13989,4302
1,20107,FX,59236000,57475790
8,20452,YX,46383,22245
12,20370,KAQ,7028046,3765261
9,21629,KD,3662478,1563108
12,20304,OO,10848121,5655072
4,20007,5Y,35939769,15865672
8,20368,G4,26759574,14662825
7,20408,5V,1345715,486124
1,19930,AS,114428031,55881608
7,21634,KH,602912,420630
8,19874,8C,111786,74274
7,21629,KD,65171,65171
7,20100,PO,5168602,2583178
11,20372,KLQ,466801,190769
6,20436,F9,23874936,17359786
8,20377,X9,658971,375705
11,19874,8C,90412,22085
1,20409,B6,107587447,55214112
2,20372,KLQ,152685,80604
10,19805,AA,305538597,179025054
6,20408,5V,995143,398853
10,20370,KAQ,1987800,993280
10,19393,WN,318571217,164689482
11,20422,SY,11027545,4101620
10,20416,NK,71707595,28643322
11,20287,WP,151693,94766
6,20370,KAQ,2926777,1288732
2,19805,AA,178053556,167962196
7,19393,WN,362654100,182640130
11,20436,F9,34106960,19294199
6,20007,5Y,35076392,15732351
5,20377,X9,879568,493558
7,19930,AS,74117433,44702939
10,20046,ZW,43480,12882
4,20368,G4,37508105,16502924
7,21492,1BQ,90739,34508
9,20453,ABX,423041,160456
12,20007,5Y,13927827,7667632
7,20166,GFQ,302753,111751
4,20046,ZW,21186,6569
6,21634,KH,845554,448352
12,21352,0WQ,49895,14504
8,19790,DL,306314812,191308531
4,20355,US,119263796,70470266
4,19977,UA,197799156,125813183
9,20416,NK,69326601,29025055
3,20151,M6,465339,266851
10,20007,5Y,11575198,5507677
3,21352,0WQ,83338,25331
2,19930,AS,62678787,35037875
8,20416,NK,82607134,35200711
9,20046,ZW,49176,14821
6,20409,B6,86224125,55411950
7,21645,23Q,35425,17806
7,20370,KAQ,2939615,1289157
9,20422,SY,10675385,5029452
11,19690,HA,26252271,14485732
3,20169,L2,487617,186550
9,21634,KH,743115,390699
10,20368,G4,20222240,11672418
5,20169,L2,602639,199054
11,21171,VX,20381485,14453544
7,20151,M6,729157,309522
5,19790,DL,383353725,180873427
2,20405,N8,160755,45744
3,19393,WN,345962204,177101321
11,19930,AS,79566897,39393390
4,19917,5X,53185000,33287000
6,20166,GFQ,571097,200524
5,20377,X9,1477851,613723
9,20368,G4,14929816,8684843
3,20408,5V,946972,388170
11,20408,5V,813824,353638
3,20366,EV,257077,94607
4,20453,ABX,0,194952
3,20207,XP,639529,350091
2,20377,X9,824611,370322
8,20436,F9,46146191,25512256
2,20422,SY,5659510,2907461
10,20416,NK,52331623,27446594
10,20405,N8,120669,51289
7,20287,WP,656047,418321
7,20310,WL,206007,86761
9,19393,WN,260093262,150538427
12,21712,2HQ,991585,297468
10,20409,B6,81760207,46849602
7,19393,WN,314713847,185951899
12,20287,WP,153796,101145
8,21650,EE,6655,3760
2,20046,ZW,6239743,5867191
4,20370,KAQ,1499538,846092
5,20007,5Y,10497530,5949340
5,21634,KH,802122,414753
1,20166,GFQ,525709,209031
9,19874,8C,68697,35502
9,20447,U7,1031906,667468
3,19805,AA,210086351,191902155
1,20304,OO,8161174,5444514
12,20100,PO,4303972,3067994
12,20368,G4,29816595,14498951
3,20416,NK,28737098,18687532
8,20107,FX,111635000,59321547
7,20448,S5,6728261,4897404
12,21634,KH,932356,497855
6,20370,KAQ,5945440,3052250
9,19790,DL,222680764,155849906
9,20366,EV,213211,66005
3,20368,G4,22071234,16442818
4,20370,KAQ,2714546,1290207
11,20377,X9,1085813,392543
2,20452,YX,11499270,11730250
10,20169,L2,514050,183110
2,20368,G4,30035295,13869284
12,21161,09Q,2111233,568956
8,19690,HA,24445148,15212466
6,20107,FX,106681494,56983007
7,20409,B6,91168434,58409734
9,20436,F9,25443200,18739285
2,20304,OO,8198360,3725601
6,20100,PO,4895835,3304234
6,20372,KLQ,193562,93080
8,20409,B6,78164116,55139033
3,19874,8C,29465,10618
11,21171,VX,32876280,18063514
9,20405,N8,55154,18155
11,20107,FX,136861329,64268198
6,20310,WL,55523,28269
5,20368,G4,38868258,15978484
6,20452,YX,38021,18137
6,21629,KD,3835839,1842149
9,20453,ABX,137773,71385
5,19977,UA,316490599,145503793
4,21171,VX,18089258,15419080
8,20416,NK,37157939,24633261
8,20100,PO,6909454,3105841
9,20107,FX,81036000,56281810
12,20046,ZW,9810113,6573348
1,20108,NC,1052458,473048
7,20207,XP,114449,43850
4,19930,AS,71986618,40727280
7,19917,5X,84786000,39026000
2,20151,M6,386037,214039
9,20447,U7,1075356,560081
10,19977,UA,245860776,140728887
1,20405,N8,122419,48091
5,19690,HA,26984166,13810410
2,20366,EV,232197,81082
2,19690,HA,26669581,13460835
8,20422,SY,13305447,6572865
10,21492,1BQ,24293,5273
8,20169,L2,478167,251512
4,19393,WN,316399169,174800743
1,19874,8C,42347,24211
1,20372,KLQ,145734,69542
3,19930,AS,72962194,36268702
2,20108,NC,646134,332106
3,20304,OO,18506574,8110361
4,21629,KD,2675378,1203716
5,20402,GL,720766,274165
2,20108,NC,969018,434555
4,20207,XP,135164,180237
5,21171,VX,27684378,14202431
8,20368,G4,37803056,15769266
6,20304,OO,20726835,8108076
6,19790,DL,420444587,198074942
5,19874,8C,4995,2204
3,19690,HA,29926149,15074904
7,20405,N8,199187,61217
4,20287,WP,160992,126195
4,19805,AA,206306881,116256083
5,20151,M6,923457,387194
7,20402,GL,673760,295185
3,20304,OO,9230330,4113954
5,20408,5V,1274853,441576
6,20100,PO,5840261,3046196
9,21352,0WQ,78401,26941
12,20405,N8,106844,48783
7,20409,B6,127696495,60919004
8,21650,EE,181709,107520
1,20436,F9,38873888,19838849
6,21634,KH,615846,414878
11,21161,09Q,3114645,1109693
2,20310,WL,49753,68463
12,20100,PO,5159454,3306987
3,20453,ABX,590264,312309
11,21634,KH,640245,433446
12,20107,FX,135310000,71795060
9,21712,2HQ,508180,148395
3,20422,SY,12628918,5031559
8,20287,WP,237468,174085
2,20203,FCQ,97551,36398
3,20108,NC,1017800,508582
3,20151,M6,530155,270806
11,20046,ZW,14673,4611
9,19874,8C,88364,26608
5,21634,KH,796746,387931
7,20100,PO,5112466,2784258
12,20190,9S,2077709,1082193
9,20100,PO,3773102,2569876
10,21171,VX,23861410,16135480
6,21352,0WQ,524145,151487
5,20366,EV,198677,85605
6,20108,NC,955645,562388
4,19917,5X,84149000,40908000
12,20408,5V,840325,363025
6,21634,KH,743516,396366
2,20310,WL,93306,36971
12,20195,WI,182387,80911
8,20169,L2,668960,290578
2,20370,KAQ,1465169,729082
3,20408,5V,1081274,384615
7,20447,U7,572641,318263
3,21161,09Q,1355814,518628
1,19790,DL,190375249,139317615
4,20453,ABX,488129,163281
6,21492,1BQ,11202,3678
8,20151,M6,509736,300582
6,20370,KAQ,974967,642251
12,21161,09Q,1274547,467179
5,20436,F9,43177126,19729113
8,21492,1BQ,43075,9532
4,20107,FX,117835000,58066815
11,20366,EV,183504,79796
3,19917,5X,78171000,39076000
1,20453,ABX,29284,17328
3,20402,GL,1510093,535031
9,20169,L2,426122,182767
2,20304,OO,17050445,7503491
1,20107,FX,91498000,58142242
6,21352,0WQ,62770,21206
12,19917,5X,61531000,49164000
4,20190,9S,2221720,992362
4,20304,OO,18718245,7897373
9,20207,XP,375097,188539
7,20436,F9,27099940,19491304
7,20166,GFQ,353128,178347
12,21634,KH,880599,478286
6,20416,NK,75170578,36737363
5,20452,YX,14889666,11820783
10,21634,KH,674712,446107
10,20304,OO,10322219,5715200
9,20409,B6,112135306,55217487
7,20169,L2,1012104,403722
11,20368,G4,22205282,13489524
2,20436,F9,34472192,17536368
11,19805,AA,288883072,165155362
7,20372,KLQ,158711,75005
2,21352,0WQ,78351,22645
5,20368,G4,37843745,16288199
7,20304,OO,11647680,6489965
5,21161,09Q,333778,147140
4,21634,KH,518317,417640
4,20046,ZW,7769570,6281133
12,20452,YX,17277275,12998931
9,20452,YX,78760,31165
12,20377,X9,544222,380850
9,21629,KD,2233600,1138084
4,20408,5V,933152,333350
2,19393,WN,289336674,146910807
1,21634,KH,434504,413456
11,20453,ABX,676615,303415
8,20368,G4,34499210,16090859
4,20169,L2,392094,163924
1,20166,GFQ,116655,51222
12,19874,8C,35086,15834
8,20372,KLQ,156971,57736
2,20207,XP,714686,330777
4,20310,WL,32123,18597
3,20370,KAQ,983544,634541
9,20408,5V,1068072,413895
2,20453,ABX,0,147714
4,20409,B6,124606964,57303758
8,20310,WL,115217,28671
7,20453,ABX,448385,183134
1,21352,0WQ,141350,38515
7,20166,GFQ,366251,127012
3,20416,NK,41123649,18244234
6,20107,FX,128130000,59105226
7,19874,8C,129601,47205
6,20416,NK,37447534,23476382
11,19977,UA,306790501,138755009
1,20169,L2,425821,174531
5,20409,B6,75222091,52143067
11,20100,PO,4498730,2949409
3,19690,HA,30024860,15390145
5,20436,F9,20963972,16116093
10,19690,HA,20470030,13467745
4,20377,X9,374541,313154
9,21352,0WQ,426107,142989
10,21629,KD,5064207,2018599
7,20453,ABX,0,158928
11,19977,UA,161410369,116727559
3,20046,ZW,12971802,6624096
7,21171,VX,26487452,14991775
9,20100,PO,7428716,3298841
12,20304,OO,8346965,5240799
10,21634,KH,723831,420655
5,20405,N8,114406,31001
3,20310,WL,58402,20224
6,20169,L2,375717,190880
11,19977,UA,234222637,130657305
3,20304,OO,8768054,6067876
11,20416,NK,52974522,26962585
5,20372,KLQ,206228,69347
6,20447,U7,1163873,525448
3,21634,KH,754295,419295
5,20436,F9,42822137,22805754
2,20310,WL,69192,26298
5,21629,KD,2552822,1074307
10,20207,XP,743821,373874
5,20372,KLQ,463663,223726
6,19690,HA,29621947,15667787
1,21492,1BQ,102795,35325
8,20447,U7,716628,437828
9,21650,EE,274752,152640
5,21712,2HQ,941715,273216
8,20190,9S,1708163,789736
1,20452,YX,52500,22451
10,21492,1BQ,225434,67409
11,21629,KD,923962,923962
1,21352,0WQ,396216,163052
4,20166,GFQ,547695,212750
1,20370,KAQ,3030143,1444216
2,20169,L2,264940,150677
7,20370,KAQ,1417948,606861
2,19393,WN,266514157,144819523
9,20377,X9,808310,369977
5,20108,NC,672293,398594
4,19805,AA,363320993,180567823
11,20108,NC,722230,443537
11,20377,X9,798660,410850
6,19790,DL,298982922,182177909
1,20007,5Y,10592898,4710772
12,21650,EE,176718,99280
1,20304,OO,18509402,7718601
1,20169,L2,432443,168707
4,20422,SY,5259274,3627674
6,20366,EV,80785,14037
6,20190,9S,1909370,844492
2,19917,5X,72268000,37155000
12,19790,DL,319643796,162230141
4,20007,5Y,23653993,11523920
8,19393,WN,342904670,175268660
4,20377,X9,1065262,395064
11,20007,5Y,36947251,16624565
6,19874,8C,42153,20189
12,20366,EV,239935,85946
6,20151,M6,467255,274254
11,20436,F9,23927502,17166634
